

EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate
528,RM235,33,26-35,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,1,325,3,Male,58
529,RM237,33,26-35,Yes,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,328,1,Female,39
530,RM247,33,26-35,No,Travel_Rarely,832,Research & Development,5,4,Life Sciences,1,338,3,Female,63
531,RM314,33,26-35,No,Travel_Frequently,553,Research & Development,5,4,Life Sciences,1,428,4,Female,74
532,RM329,33,26-35,No,Travel_Frequently,508,Sales,10,3,Marketing,1,446,2,Male,46
533,RM364,33,26-35,Yes,Travel_Rarely,350,Sales,5,3,Marketing,1,485,4,Female,34
534,RM436,33,26-35,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,Male,56
535,RM437,33,26-35,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,Male,38
536,RM456,33,26-35,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1,Female,95
537,RM500,33,26-35,No,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,3,Male,39
538,RM510,33,26-35,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692,3,Male,30
539,RM515,33,26-35,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702,1,Male,70
540,RM563,33,26-35,Yes,Travel_Rarely,527,Research & Development,1,4,Other,1,780,4,Male,63
541,RM591,33,26-35,No,Travel_Rarely,213,Research & Development,7,3,Medical,1,817,3,Male,49
542,RM592,33,26-35,Yes,Travel_Rarely,118,Sales,16,3,Marketing,1,819,1,Female,69
543,RM620,33,26-35,No,Travel_Rarely,586,Sales,1,3,Medical,1,855,1,Male,48
544,RM656,33,26-35,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,1,910,4,Male,57
545,RM674,33,26-35,No,Travel_Rarely,1198,Research & Development,1,4,Other,1,939,3,Male,100
546,RM695,33,26-35,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,969,2,Female,42
547,RM711,33,26-35,No,Non-Travel,722,Sales,17,3,Life Sciences,1,992,4,Male,38
548,RM713,33,26-35,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,995,2,Female,53
549,RM716,33,26-35,No,Travel_Frequently,827,Research & Development,1,4,Other,1,998,3,Female,84
550,RM755,33,26-35,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,1044,2,Female,88
551,RM791,33,26-35,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,4,Male,34
552,RM793,33,26-35,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,1,Female,54
553,RM799,33,26-35,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,55
554,RM803,33,26-35,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,Female,30
555,RM830,33,26-35,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,77
556,RM864,33,26-35,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,2,Male,99
557,RM873,33,26-35,No,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2,Female,82
558,RM884,33,26-35,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,1,Male,60
559,RM909,33,26-35,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82
560,RM991,33,26-35,No,Travel_Frequently,1111,Sales,5,1,Life Sciences,1,1395,2,Male,61
561,RM1048,33,26-35,No,Travel_Frequently,430,Sales,7,3,Medical,1,1477,4,Male,54
562,RM1067,33,26-35,No,Travel_Rarely,1099,Research & Development,4,4,Medical,1,1502,1,Female,82
563,RM1075,33,26-35,No,Travel_Rarely,516,Research & Development,8,5,Life Sciences,1,1515,4,Male,69
564,RM1092,33,26-35,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,1545,4,Male,44
565,RM1096,33,26-35,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,1,1549,2,Male,79
566,RM1106,33,26-35,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,1560,1,Male,46
567,RM1190,33,26-35,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,93
568,RM1199,33,26-35,No,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,36
569,RM1211,33,26-35,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79
570,RM1254,33,26-35,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62
571,RM1256,33,26-35,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,74
572,RM1266,33,26-35,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771,4,Male,90
573,RM1283,33,26-35,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,4,Male,90
574,RM1364,33,26-35,No,Travel_Rarely,217,Sales,10,4,Marketing,1,1924,2,Male,43
575,RM1399,33,26-35,No,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,1,1970,4,Male,36
576,RM1416,33,26-35,No,Non-Travel,1313,Research & Development,1,2,Medical,1,1994,2,Male,59
577,RM1426,33,26-35,No,Travel_Rarely,501,Research & Development,15,2,Medical,1,2009,2,Female,95
578,RM014,34,26-35,No,TravelRarely,1346,Research & Development,19,2,Medical,1,18,2,Male,93
579,RM023,34,26-35,No,TravelRarely,419,Research & Development,7,4,Life Sciences,1,28,1,Female,53
580,RM025,34,26-35,Yes,Travel_Rarely,699,Research & Development,6,1,Medical,1,31,2,Male,83
581,RM047,34,26-35,No,Non-Travel,1065,Sales,23,4,Marketing,1,60,2,Male,72
582,RM085,34,26-35,No,Travel_Rarely,1153,Research & Development,1,2,Medical,1,110,1,Male,94
583,RM104,34,26-35,No,Travel_Rarely,665,Research & Development,6,4,Other,1,138,1,Female,41
584,RM112,34,26-35,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,147,1,Male,66
585,RM115,34,26-35,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,151,3,Female,45
586,RM117,34,26-35,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,153,3,Female,45
587,RM160,34,26-35,No,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,75
588,RM182,34,26-35,No,Travel_Rarely,629,Research & Development,27,2,Medical,1,247,4,Female,95
589,RM189,34,26-35,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,256,4,Male,45
590,RM203,34,26-35,No,Travel_Frequently,878,Research & Development,10,4,Medical,1,277,4,Male,43
591,RM248,34,26-35,No,Travel_Rarely,470,Research & Development,2,4,Life Sciences,1,339,4,Male,84
592,RM379,34,26-35,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,502,1,Male,67
593,RM394,34,26-35,No,Non-Travel,1381,Sales,4,4,Marketing,1,523,3,Female,72
594,RM416,34,26-35,Yes,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4,Female,33
595,RM433,34,26-35,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4,Male,62
596,RM441,34,26-35,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2,Female,43
597,RM463,34,26-35,No,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,Male,74
598,RM482,34,26-35,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,Male,83
599,RM495,34,26-35,No,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,3,Female,31
600,RM504,34,26-35,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,2,Male,42
601,RM525,34,26-35,No,Travel_Rarely,1442,Research & Development,9,3,Medical,1,717,4,Female,46
602,RM550,34,26-35,No,Travel_Rarely,970,Research & Development,8,2,Medical,1,757,2,Female,96
603,RM561,34,26-35,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,775,2,Female,32
604,RM568,34,26-35,No,Travel_Rarely,304,Sales,2,3,Other,1,786,4,Male,60
605,RM575,34,26-35,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,797,2,Female,72
606,RM580,34,26-35,No,Travel_Rarely,121,Research & Development,2,4,Medical,1,804,3,Female,86
607,RM584,34,26-35,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,808,3,Female,93
608,RM607,34,26-35,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,838,3,Female,100
609,RM614,34,26-35,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,847,3,Male,88
610,RM672,34,26-35,No,Travel_Rarely,546,Research & Development,10,3,Life Sciences,1,934,2,Male,83
611,RM758,34,26-35,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,2,Male,75
612,RM764,34,26-35,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055,3,Female,87
613,RM795,34,26-35,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1,Male,45
614,RM804,34,26-35,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3,Male,40
615,RM823,34,26-35,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,95
616,RM835,34,26-35,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,70
617,RM848,34,26-35,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,97
618,RM907,34,26-35,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3,Female,89
619,RM918,34,26-35,No,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,3,Female,86
620,RM921,34,26-35,No,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,3,Female,46
621,RM924,34,26-35,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,3,Male,56
622,RM959,34,26-35,No,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,1344,4,Male,86
623,RM965,34,26-35,No,Travel_Rarely,507,Sales,15,2,Medical,1,1356,3,Female,66
624,RM978,34,26-35,No,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1374,1,Female,92
625,RM980,34,26-35,No,Travel_Rarely,285,Research & Development,29,3,Medical,1,1377,2,Male,86
626,RM984,34,26-35,No,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,1383,3,Female,98
627,RM1016,34,26-35,No,Travel_Frequently,560,Research & Development,1,4,Other,1,1431,4,Male,91
628,RM1028,34,26-35,No,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,1447,4,Female,86
629,RM1040,34,26-35,Yes,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1467,1,Female,52
630,RM1049,34,26-35,No,Travel_Rarely,1326,Sales,3,3,Other,1,1478,4,Male,81
631,RM1056,34,26-35,No,Travel_Frequently,829,Research & Development,15,3,Medical,1,1485,2,Male,71
632,RM1059,34,26-35,Yes,Travel_Rarely,790,Sales,24,4,Medical,1,1489,1,Female,40
633,RM1085,34,26-35,No,Travel_Rarely,971,Sales,1,3,Technical Degree,1,1535,4,Male,64
634,RM1088,34,26-35,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1,1541,2,Male,55
635,RM1116,34,26-35,No,Travel_Rarely,479,Research & Development,7,4,Medical,1,1577,1,Male,35
636,RM1118,34,26-35,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1,1580,2,Male,45
637,RM1132,34,26-35,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,1597,4,Male,92
638,RM1147,34,26-35,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,1615,3,Male,42
639,RM1180,34,26-35,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,Female,66
640,RM1209,34,26-35,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57
641,RM1213,34,26-35,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,35
642,RM1253,34,26-35,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,97
643,RM1268,34,26-35,No,Non-Travel,1375,Sales,10,3,Life Sciences,1,1774,4,Male,87
644,RM1271,34,26-35,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1,1779,4,Female,32
645,RM1291,34,26-35,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,1807,4,Male,93
646,RM1301,34,26-35,No,Travel_Rarely,810,Sales,8,2,Technical Degree,1,1823,2,Male,92
647,RM1343,34,26-35,No,Travel_Rarely,1480,Sales,4,3,Life Sciences,1,1882,3,Male,64
648,RM1354,34,26-35,Yes,Non-Travel,967,Research & Development,16,4,Technical Degree,1,1905,4,Male,85
649,RM1360,34,26-35,No,Travel_Rarely,735,Sales,3,1,Medical,1,1915,4,Female,75
650,RM1369,34,26-35,No,Travel_Frequently,735,Research & Development,22,4,Other,1,1932,3,Male,86
651,RM1385,34,26-35,No,Travel_Rarely,937,Sales,1,3,Marketing,1,1950,1,Male,32
652,RM1386,34,26-35,No,Travel_Rarely,1239,Sales,13,4,Medical,1,1951,4,Male,39
653,RM1447,34,26-35,No,Travel_Rarely,704,Sales,28,3,Marketing,1,2035,4,Female,95
654,RM1470,34,26-35,No,TravelRarely,628,Research & Development,8,3,Medical,1,2068,2,Male,82
655,RM1470,34,26-35,No,TravelRarely,628,Research & Development,8,3,Medical,1,2068,2,Male,82
656,RM011,35,26-35,No,Travel_Rarely,809,Research & Development,16,3,Medical,1,14,1,Male,84
657,RM038,35,26-35,No,Travel_Rarely,890,Sales,2,3,Marketing,1,49,4,Female,97
658,RM041,35,26-35,No,Travel_Rarely,464,Research & Development,4,2,Other,1,53,3,Male,75
659,RM050,35,26-35,No,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,1,63,4,Male,36
660,RM054,35,26-35,No,Non-Travel,1097,Research & Development,11,2,Medical,1,70,3,Male,79
661,RM057,35,26-35,No,Travel_Frequently,853,Sales,18,5,Life Sciences,1,74,2,Male,71
662,RM058,35,26-35,No,Travel_Rarely,1142,Research & Development,23,4,Medical,1,75,3,Female,30
663,RM069,35,26-35,No,Travel_Frequently,664,Research & Development,1,3,Medical,1,88,2,Male,79
664,RM077,35,26-35,No,Travel_Rarely,776,Sales,1,4,Marketing,1,100,3,Male,32
665,RM082,35,26-35,No,Travel_Rarely,1214,Research & Development,1,3,Medical,1,105,2,Male,30
666,RM152,35,26-35,No,Travel_Rarely,662,Sales,1,5,Marketing,1,204,3,Male,94
667,RM193,35,26-35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,261,2,Male,50
668,RM197,35,26-35,No,Travel_Frequently,138,Research & Development,2,3,Medical,1,269,2,Female,37
669,RM229,35,26-35,No,Travel_Frequently,944,Sales,1,3,Marketing,1,314,3,Female,92
670,RM277,35,26-35,No,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,1,381,2,Female,71
671,RM298,35,26-35,No,Travel_Rarely,1232,Sales,16,3,Marketing,1,406,3,Male,96
672,RM345,35,26-35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,464,3,Male,62
673,RM373,35,26-35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,496,3,Male,97
674,RM431,35,26-35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,4,Male,46
675,RM439,35,26-35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,72
676,RM448,35,26-35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,600,2,Male,85
677,RM462,35,26-35,No,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,Female,80
678,RM484,35,26-35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,Male,54
679,RM509,35,26-35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,Male,82
680,RM516,35,26-35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704,3,Male,41
681,RM558,35,26-35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771,4,Female,61
682,RM581,35,26-35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,805,1,Female,72
683,RM597,35,26-35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,826,4,Female,40
684,RM612,35,26-35,No,Travel_Rarely,950,Research & Development,7,3,Other,1,845,3,Male,59
685,RM621,35,26-35,No,Travel_Rarely,1343,Research & Development,27,1,Medical,1,856,3,Female,53
686,RM636,35,26-35,No,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,880,4,Female,66
687,RM637,35,26-35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,1,881,4,Female,96
688,RM648,35,26-35,No,Travel_Rarely,672,Research & Development,25,3,Technical Degree,1,899,4,Male,78
689,RM677,35,26-35,No,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,942,4,Female,51
690,RM699,35,26-35,No,Travel_Rarely,1219,Sales,18,3,Medical,1,975,3,Female,86
691,RM705,35,26-35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,1,984,4,Male,92
692,RM726,35,26-35,Yes,Travel_Rarely,622,Research & Development,14,4,Other,1,1010,3,Male,39
693,RM730,35,26-35,No,Travel_Rarely,583,Research & Development,25,4,Medical,1,1014,3,Female,57
694,RM741,35,26-35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,1028,2,Male,45
695,RM792,35,26-35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4,Male,86
696,RM821,35,26-35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54
697,RM836,35,26-35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,100
698,RM841,35,26-35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,58
699,RM847,35,26-35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,44
700,RM849,35,26-35,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,Male,47
701,RM871,35,26-35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,Male,94
702,RM889,35,26-35,No,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3,Female,78
703,RM925,35,26-35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,3,Male,66
704,RM962,35,26-35,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,1350,3,Male,87
705,RM974,35,26-35,No,Travel_Rarely,817,Research & Development,1,3,Medical,1,1369,4,Female,60
706,RM982,35,26-35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,4,Female,67
707,RM1003,35,26-35,No,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,1412,3,Male,60
708,RM1060,35,26-35,No,Travel_Rarely,660,Sales,7,1,Life Sciences,1,1492,4,Male,76
709,RM1082,35,26-35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,1529,4,Female,91
710,RM1101,35,26-35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,1554,2,Female,98
711,RM1109,35,26-35,No,Travel_Rarely,992,Research & Development,1,3,Medical,1,1564,4,Male,68
712,RM1111,35,26-35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1569,1,Female,69
713,RM1124,35,26-35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1,1587,1,Female,51
714,RM1131,35,26-35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1,1596,2,Male,46
715,RM1135,35,26-35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1,1601,3,Male,63
716,RM1151,35,26-35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,2,Male,48
717,RM1158,35,26-35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,3,Female,52
718,RM1163,35,26-35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,Male,55
719,RM1168,35,26-35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,Male,59
720,RM1187,35,26-35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,36
721,RM1216,35,26-35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79
722,RM1233,35,26-35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49
723,RM1282,35,26-35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,3,Male,84
724,RM1289,35,26-35,No,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,2,Male,90
725,RM1303,35,26-35,No,Travel_Rarely,185,Research & Development,23,4,Medical,1,1826,2,Male,91
726,RM1346,35,26-35,No,Travel_Rarely,219,Research & Development,16,2,Other,1,1886,4,Female,44
727,RM1381,35,26-35,No,Travel_Rarely,682,Sales,18,4,Medical,1,1945,2,Male,71
728,RM1393,35,26-35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,1962,3,Female,55
729,RM1423,35,26-35,No,TravelRarely,1490,Research & Development,11,4,Medical,1,2003,4,Male,43
730,RM1425,35,26-35,No,Travel_Rarely,1395,Research & Development,9,4,Medical,1,2008,2,Male,48
731,RM1451,35,26-35,No,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,1,2040,3,Female,31
732,RM1457,35,26-35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,2049,3,Male,80
733,RM1459,35,26-35,No,Travel_Rarely,287,Research & Development,1,4,Life Sciences,1,2052,3,Female,62
734,RM010,36,36-45,No,Travel_Rarely,1299,Research & Development,27,3,Medical,1,13,3,Male,94
735,RM022,36,36-45,Yes,Travel_Rarely,1218,Sales,9,4,Life Sciences,1,27,3,Male,82
736,RM039,36,36-45,No,Travel_Rarely,852,Research & Development,5,4,Life Sciences,1,51,2,Female,82
737,RM065,36,36-45,No,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,1,83,3,Female,59
738,RM067,36,36-45,No,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,85,2,Male,95
739,RM070,36,36-45,Yes,Travel_Rarely,318,Research & Development,9,3,Medical,1,90,4,Male,79
740,RM075,36,36-45,No,Travel_Rarely,132,Research & Development,6,3,Life Sciences,1,97,2,Female,55
741,RM118,36,36-45,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92
742,RM119,36,36-45,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,155,1,Female,39
743,RM136,36,36-45,No,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84
744,RM173,36,36-45,No,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238,4,Male,30
745,RM208,36,36-45,No,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,2,Female,73
746,RM221,36,36-45,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304,4,Male,62
747,RM270,36,36-45,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,1,373,4,Male,47
748,RM292,36,36-45,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,397,3,Male,30
749,RM299,36,36-45,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,407,3,Male,81
750,RM306,36,36-45,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,419,2,Female,47
751,RM359,36,36-45,No,Non-Travel,845,Sales,1,5,Medical,1,479,4,Female,45
752,RM360,36,36-45,No,Travel_Frequently,541,Sales,3,4,Medical,1,481,1,Male,48
753,RM378,36,36-45,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,Female,96
754,RM385,36,36-45,No,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,Male,61
755,RM443,36,36-45,No,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32
756,RM512,36,36-45,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,48
757,RM542,36,36-45,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,1,Female,63
758,RM570,36,36-45,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,1,Male,76
759,RM594,36,36-45,No,Travel_Rarely,676,Research & Development,1,3,Other,1,823,3,Female,35
760,RM600,36,36-45,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829,3,Male,36
761,RM622,36,36-45,No,Travel_Rarely,928,Sales,1,2,Life Sciences,1,857,2,Male,56
762,RM634,36,36-45,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,878,1,Male,77
763,RM665,36,36-45,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,924,3,Male,68
764,RM681,36,36-45,No,Travel_Rarely,188,Research & Development,7,4,Other,1,949,2,Male,65
765,RM688,36,36-45,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,3,Male,79
766,RM694,36,36-45,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,1,967,3,Male,51
767,RM709,36,36-45,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,990,1,Male,84
768,RM753,36,36-45,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,3,Female,43
769,RM762,36,36-45,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81
770,RM774,36,36-45,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51
771,RM818,36,36-45,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78
772,RM874,36,36-45,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60
773,RM883,36,36-45,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77
774,RM901,36,36-45,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46
775,RM928,36,36-45,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,3,Female,53
776,RM943,36,36-45,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,1312,4,Female,63
777,RM969,36,36-45,No,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,1,Female,83
778,RM1012,36,36-45,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,Female,99
779,RM1019,36,36-45,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1435,1,Male,37
780,RM1020,36,36-45,No,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,Female,98
781,RM1103,36,36-45,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1,1556,3,Male,70
782,RM1122,36,36-45,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1,1585,2,Female,73
783,RM1129,36,36-45,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1594,1,Male,80
784,RM1146,36,36-45,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,Female,76
785,RM1174,36,36-45,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42
786,RM1181,36,36-45,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,77
787,RM1183,36,36-45,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33
788,RM1184,36,36-45,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79
789,RM1200,36,36-45,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80
790,RM1221,36,36-45,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51
791,RM1237,36,36-45,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96
792,RM1279,36,36-45,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,90
793,RM1316,36,36-45,No,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,4,Female,73
